Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-02-26,2016,2,26,Friday,08,2016-08,59.0,59.21,57.92,58.34,7473400.0,54.79,-0.006978837209366651,53.37928571428573,54.717
2016-02-29,2016,2,29,Monday,09,2016-09,58.25,59.15,58.1,58.21,7645100.0,54.67,-0.002228426374381365,53.65214285714286,54.6874
2016-03-01,2016,3,1,Tuesday,09,2016-09,58.77,60.2,58.5,60.04,9183600.0,56.39,0.03143804088492952,54.02928571428572,54.685199999999995
2016-03-02,2016,3,2,Wednesday,09,2016-09,59.83,60.0,58.83,59.56,8856400.0,55.94,-0.007994698974330028,54.3257142857143,54.6896
2016-03-03,2016,3,3,Thursday,09,2016-09,59.12,59.2,58.2,59.04,8261900.0,55.45,-0.008730780223252133,54.60214285714287,54.70099999999999
2016-03-04,2016,3,4,Friday,09,2016-09,59.14,59.19,58.23,58.7,8344800.0,55.13,-0.005758662726061958,54.79285714285715,54.6888
2016-03-07,2016,3,7,Monday,10,2016-10,58.44,58.67,57.31,58.0,9199100.0,54.47,-0.011925090919105208,54.899285714285725,54.655
2016-03-08,2016,3,8,Tuesday,10,2016-10,57.58,58.23,57.26,57.6,8127400.0,54.1,-0.006896529990987221,54.89714285714287,54.607200000000006
2016-03-09,2016,3,9,Wednesday,10,2016-10,57.78,57.97,56.79,57.07,9734600.0,53.6,-0.00920154831969322,54.90428571428573,54.549800000000005
2016-03-10,2016,3,10,Thursday,10,2016-10,57.51,57.86,56.92,57.52,7014500.0,54.02,0.007885234305558875,54.89428571428573,54.50320000000001
2016-03-11,2016,3,11,Friday,10,2016-10,58.1,58.1,56.57,57.59,15497600.0,54.09,0.0012168105426972886,54.80857142857145,54.44040000000001
2016-03-14,2016,3,14,Monday,11,2016-11,57.58,58.78,57.5,58.65,9053300.0,55.08,0.01840608314711112,54.82071428571431,54.403200000000005
2016-03-15,2016,3,15,Tuesday,11,2016-11,58.32,59.16,58.17,59.08,7428500.0,55.49,0.007331669323901613,54.88571428571431,54.389
2016-03-16,2016,3,16,Wednesday,11,2016-11,58.65,59.82,58.65,59.67,8069400.0,56.04,0.009986325846350397,54.94714285714288,54.419000000000004
2016-03-17,2016,3,17,Thursday,11,2016-11,59.47,59.98,59.37,59.55,7734700.0,55.93,-0.0020111023468328826,55.02857142857145,54.4396
2016-03-18,2016,3,18,Friday,11,2016-11,59.91,60.45,59.43,59.7,14313600.0,56.07,0.0025189949420256763,55.128571428571455,54.4726
2016-03-21,2016,3,21,Monday,12,2016-12,59.56,59.86,59.02,59.1,6487200.0,55.51,-0.010050390061187242,55.065714285714314,54.5214
2016-03-22,2016,3,22,Tuesday,12,2016-12,59.0,59.55,58.57,59.38,8246800.0,55.77,0.004737876643118311,55.05357142857146,54.5766
2016-03-23,2016,3,23,Wednesday,12,2016-12,59.14,59.4,58.69,58.83,5794500.0,55.25,-0.009262254994168773,55.03928571428575,54.599
2016-03-24,2016,3,24,Thursday,12,2016-12,58.7,58.79,58.28,58.36,5948300.0,54.81,-0.007989221313795647,55.0164285714286,54.582
2016-03-28,2016,3,28,Monday,13,2016-13,58.56,59.47,58.4,58.96,5791600.0,55.37,0.010280877727500082,55.08071428571431,54.605999999999995
2016-03-29,2016,3,29,Tuesday,13,2016-13,58.82,59.74,58.82,59.55,6031400.0,55.93,0.010006790371243968,55.21142857142859,54.62039999999999
2016-03-30,2016,3,30,Wednesday,13,2016-13,60.0,60.26,59.51,60.01,5723500.0,56.36,0.007724635902853327,55.40857142857145,54.66159999999999
2016-03-31,2016,3,31,Thursday,13,2016-13,59.77,60.21,59.68,59.7,5622800.0,56.07,-0.005165737519321145,55.55500000000002,54.68679999999999
2016-04-01,2016,4,1,Friday,13,2016-13,59.61,61.17,59.41,61.02,9401100.0,57.31,0.022110531567010927,55.785000000000025,54.76739999999999
2016-04-04,2016,4,4,Monday,14,2016-14,61.1,61.18,60.08,60.25,5799900.0,56.59,-0.012618846043581655,55.89285714285717,54.79399999999999
2016-04-05,2016,4,5,Tuesday,14,2016-14,59.88,60.23,59.44,60.04,4994800.0,56.39,-0.0034853637105556334,55.95714285714288,54.813999999999986
2016-04-06,2016,4,6,Wednesday,14,2016-14,60.02,60.91,59.91,60.83,5667300.0,57.13,0.013157787031496726,56.035000000000025,54.87619999999999
2016-04-07,2016,4,7,Thursday,14,2016-14,60.59,61.54,60.54,61.17,8239200.0,57.45,0.005589340237641016,56.14357142857146,54.92779999999999
2016-04-08,2016,4,8,Friday,14,2016-14,61.5,61.64,60.7,61.04,5064900.0,57.33,-0.0021252631014897494,56.23357142857146,54.99539999999999
2016-04-11,2016,4,11,Monday,15,2016-15,61.22,61.5,60.78,60.9,6103400.0,57.2,-0.002293414680595407,56.35428571428575,55.02939999999999
2016-04-12,2016,4,12,Tuesday,15,2016-15,58.95,59.68,58.37,59.5,17565800.0,55.88,-0.02298866596682092,56.36214285714289,55.00919999999999
2016-04-13,2016,4,13,Wednesday,15,2016-15,60.32,61.08,59.75,60.21,9898500.0,56.55,0.011932820687260204,56.455000000000034,54.99059999999999
2016-04-14,2016,4,14,Thursday,15,2016-15,60.26,60.4,59.91,60.13,5157400.0,56.47,-0.0013285979166882678,56.57357142857146,54.97979999999998
2016-04-15,2016,4,15,Friday,15,2016-15,60.24,60.62,60.01,60.51,5965300.0,56.83,0.0063194215858835,56.67785714285718,54.99819999999999
2016-04-18,2016,4,18,Monday,16,2016-16,60.69,61.07,60.36,60.89,7228600.0,57.19,0.006280140023763314,56.76785714285718,55.04699999999999
2016-04-19,2016,4,19,Tuesday,16,2016-16,61.16,61.25,60.48,60.9,7283600.0,57.2,0.0001642951049598551,56.827857142857184,55.16739999999999
2016-04-20,2016,4,20,Wednesday,16,2016-16,61.04,61.43,60.85,60.9,5558800.0,57.2,0.0,56.90857142857147,55.29439999999999
2016-04-21,2016,4,21,Thursday,16,2016-16,60.9,61.1,60.48,60.64,12799100.0,56.95,-0.004269437059900794,56.88285714285718,55.41119999999998
2016-04-22,2016,4,22,Friday,16,2016-16,59.01,59.1,57.03,57.68,29836700.0,54.17,-0.04881262364143035,56.710000000000036,55.45879999999998
2016-04-25,2016,4,25,Monday,17,2016-17,57.62,57.96,57.58,57.77,8428000.0,54.26,0.00156031221454489,56.55785714285718,55.512399999999985
2016-04-26,2016,4,26,Tuesday,17,2016-17,58.05,58.67,57.56,57.72,8839100.0,54.21,-0.0008654896850643912,56.349285714285756,55.54739999999999
2016-04-27,2016,4,27,Wednesday,17,2016-17,57.51,57.65,56.62,56.9,12390800.0,53.44,-0.014206537370173189,56.06285714285718,55.55659999999999
2016-04-28,2016,4,28,Thursday,17,2016-17,56.59,57.36,56.32,56.42,9196600.0,52.99,-0.008435955118740068,55.75285714285718,55.533799999999985
2016-04-29,2016,4,29,Friday,17,2016-17,56.02,56.43,55.29,56.23,12133400.0,52.81,-0.003367340048288092,55.43928571428575,55.51999999999998
2016-05-02,2016,5,2,Monday,18,2016-18,56.29,57.37,56.11,57.36,8616200.0,53.87,0.020095910065370592,55.295714285714325,55.51419999999998
2016-05-03,2016,5,3,Tuesday,18,2016-18,56.7,57.06,56.14,56.25,7854300.0,53.01,-0.015920160988864396,55.04285714285719,55.46859999999999
2016-05-04,2016,5,4,Wednesday,18,2016-18,55.98,56.65,55.8,56.39,6508500.0,53.15,0.002488812468469881,54.80571428571432,55.43339999999999
2016-05-05,2016,5,5,Thursday,18,2016-18,56.37,56.77,56.01,56.25,6215400.0,53.01,-0.00248263365886503,54.532857142857175,55.402
2016-05-06,2016,5,6,Friday,18,2016-18,55.96,56.32,55.38,56.31,6378700.0,53.07,0.0010666030767934043,54.23857142857147,55.35980000000001
2016-05-09,2016,5,9,Monday,19,2016-19,56.32,56.93,56.23,56.64,5976200.0,53.38,0.005860533772697796,53.96571428571433,55.33160000000001
2016-05-10,2016,5,10,Tuesday,19,2016-19,56.85,57.6,56.71,57.49,7931200.0,54.18,0.015007059938985545,53.750000000000036,55.3218
2016-05-11,2016,5,11,Wednesday,19,2016-19,57.13,57.39,56.09,56.23,8118900.0,53.0,-0.021916814655733252,53.46785714285717,55.254000000000005
2016-05-12,2016,5,12,Thursday,19,2016-19,56.57,56.79,55.82,56.3,6870300.0,53.06,0.0012447767496175377,53.38857142857146,55.196400000000004
2016-05-13,2016,5,13,Friday,19,2016-19,56.43,56.6,55.73,55.82,5466000.0,52.61,-0.008525750006614041,53.27071428571431,55.13960000000001
2016-05-16,2016,5,16,Monday,20,2016-20,55.7,55.77,55.2,55.53,9536200.0,52.34,-0.005195359662821475,53.137142857142884,55.08380000000001
2016-05-17,2016,5,17,Tuesday,20,2016-20,55.38,55.64,54.51,54.88,10530000.0,51.72,-0.011705234511774965,53.01428571428575,55.02880000000001
2016-05-18,2016,5,18,Wednesday,20,2016-20,54.76,55.17,54.38,54.8,7455200.0,51.65,-0.0014577864759512948,52.91857142857146,54.97980000000001
2016-05-19,2016,5,19,Thursday,20,2016-20,54.43,54.62,54.19,54.55,7582800.0,51.41,-0.004562030384927529,52.81857142857147,54.936000000000014
2016-05-20,2016,5,20,Friday,20,2016-20,54.88,55.37,54.58,54.62,8430800.0,51.48,0.0012831127946890675,52.64785714285718,54.88520000000001
2016-05-23,2016,5,23,Monday,21,2016-21,54.62,54.82,54.29,54.6,7352100.0,51.46,-0.00036607034745705924,52.537142857142896,54.83260000000001
2016-05-24,2016,5,24,Tuesday,21,2016-21,54.74,55.62,54.68,55.44,7748700.0,52.25,0.015384513882927608,52.47285714285719,54.77600000000001
2016-05-25,2016,5,25,Wednesday,21,2016-21,55.2,55.46,54.95,55.15,8115500.0,51.98,-0.005230751506851705,52.39928571428576,54.70580000000002
2016-05-26,2016,5,26,Thursday,21,2016-21,55.55,55.87,54.95,55.29,9451700.0,52.11,0.0025384532960701645,52.33071428571433,54.62720000000002
2016-05-27,2016,5,27,Friday,21,2016-21,55.36,55.55,55.1,55.15,6631100.0,51.98,-0.0025320258666632345,52.23071428571433,54.54820000000002
2016-05-31,2016,5,31,Tuesday,22,2016-22,55.5,55.5,54.7,54.89,12044000.0,51.73,-0.004714427673749855,52.05571428571433,54.46140000000002
2016-06-01,2016,6,1,Wednesday,22,2016-22,54.76,55.49,54.72,54.82,8761600.0,51.67,-0.0012752386685045414,51.96071428571433,54.38460000000002
2016-06-02,2016,6,2,Thursday,22,2016-22,54.9,55.0,54.46,54.62,8307500.0,51.48,-0.0036484550566671103,51.84785714285719,54.29880000000002
2016-06-03,2016,6,3,Friday,22,2016-22,54.71,55.08,54.4,54.61,6649200.0,51.47,-0.00018288696711010743,51.76642857142861,54.22320000000001
2016-06-06,2016,6,6,Monday,23,2016-23,54.72,55.87,54.69,55.59,9900900.0,52.39,0.017945323396337143,51.77000000000004,54.17480000000001
2016-06-07,2016,6,7,Tuesday,23,2016-23,55.65,56.1,55.28,55.3,7173100.0,52.12,-0.005216782357316596,51.798571428571464,54.109800000000014
2016-06-08,2016,6,8,Wednesday,23,2016-23,55.5,55.5,54.9,55.22,7623900.0,52.04,-0.0014467148060786084,51.82642857142861,54.03200000000002
2016-06-09,2016,6,9,Thursday,23,2016-23,55.15,55.61,55.06,55.58,5927900.0,52.38,0.006519428805270566,51.89571428571433,53.95240000000002
2016-06-10,2016,6,10,Friday,23,2016-23,54.92,55.2,54.5,54.87,8118700.0,51.71,-0.012774237308180503,51.912142857142896,53.865200000000016
2016-06-13,2016,6,13,Monday,24,2016-24,54.79,55.6,54.76,55.04,7908400.0,51.87,0.003098010296653797,51.94142857142861,53.75640000000001
2016-06-14,2016,6,14,Tuesday,24,2016-24,55.05,55.58,55.01,55.57,8036500.0,52.37,0.009629486203602378,51.95000000000004,53.672000000000004
2016-06-15,2016,6,15,Wednesday,24,2016-24,55.64,56.09,55.27,55.35,7447300.0,52.17,-0.0039590259929302984,51.96357142857146,53.58760000000001
2016-06-16,2016,6,16,Thursday,24,2016-24,54.9,55.59,54.41,55.53,7968000.0,52.34,0.0032519850776218107,51.98000000000003,53.49180000000001
2016-06-17,2016,6,17,Friday,24,2016-24,55.61,55.62,55.04,55.31,9503000.0,52.13,-0.003961732433018894,51.99071428571432,53.38540000000002
2016-06-20,2016,6,20,Monday,25,2016-25,55.77,56.28,55.38,55.38,7286700.0,52.19,0.0012655550798930104,52.02357142857146,53.28260000000002
2016-06-21,2016,6,21,Tuesday,25,2016-25,55.52,56.03,55.45,55.81,7445100.0,52.6,0.007764621583687736,52.09000000000003,53.190600000000025
2016-06-22,2016,6,22,Wednesday,25,2016-25,55.88,55.98,55.49,55.61,7215400.0,52.41,-0.003583663501438128,52.1564285714286,53.121200000000016
2016-06-23,2016,6,23,Thursday,25,2016-25,55.98,56.2,55.9,56.13,5569400.0,52.9,0.009350934172698722,52.25857142857145,53.048200000000016
2016-06-24,2016,6,24,Friday,25,2016-25,54.05,55.57,54.01,54.68,14654700.0,51.53,-0.025832968938567125,52.19714285714288,52.949400000000026
2016-06-27,2016,6,27,Monday,26,2016-26,54.2,54.48,53.41,53.69,11631900.0,50.6,-0.018105334624178182,52.088571428571456,52.824800000000025
2016-06-28,2016,6,28,Tuesday,26,2016-26,54.1,54.9,53.95,54.85,8417000.0,51.69,0.02160543177655616,52.06357142857145,52.714800000000025
2016-06-29,2016,6,29,Wednesday,26,2016-26,55.42,56.95,55.36,56.74,11103800.0,53.48,0.03445773784877959,52.14214285714288,52.64040000000003
2016-06-30,2016,6,30,Thursday,26,2016-26,56.81,57.19,56.52,57.12,10215200.0,53.83,0.006697172648080452,52.293571428571454,52.57300000000003
2016-07-01,2016,7,1,Friday,26,2016-26,57.04,57.36,56.85,56.99,8330300.0,53.71,-0.0022758810252334616,52.425000000000026,52.50820000000003
2016-07-05,2016,7,5,Tuesday,27,2016-27,56.81,56.96,56.55,56.77,7274200.0,53.5,-0.0038604513182642908,52.50571428571431,52.49480000000003
2016-07-06,2016,7,6,Wednesday,27,2016-27,56.52,57.11,56.32,56.75,8474200.0,53.49,-0.000352349085400272,52.60000000000003,52.47940000000003
2016-07-07,2016,7,7,Thursday,27,2016-27,56.66,57.0,56.47,56.91,6813300.0,53.64,0.002819500944338804,52.69285714285717,52.46800000000002
2016-07-08,2016,7,8,Friday,27,2016-27,56.92,57.0,56.36,56.51,12655500.0,53.26,-0.007028578666704366,52.77357142857146,52.464400000000026
2016-07-11,2016,7,11,Monday,28,2016-28,56.8,56.92,56.06,56.32,10394400.0,53.08,-0.003362286976848261,52.837142857142894,52.46620000000003
2016-07-12,2016,7,12,Tuesday,28,2016-28,56.65,57.6,56.51,57.48,10998500.0,54.17,0.02059665741624772,52.94928571428574,52.49340000000003
2016-07-13,2016,7,13,Wednesday,28,2016-28,56.8,57.26,56.35,56.48,12183600.0,53.23,-0.017397374222790196,53.007857142857176,52.48060000000003
2016-07-14,2016,7,14,Thursday,28,2016-28,57.0,57.68,56.97,57.59,11353600.0,54.28,0.019652913499404123,53.1064285714286,52.50600000000003
2016-07-15,2016,7,15,Friday,28,2016-28,57.69,57.74,57.13,57.41,8494000.0,54.11,-0.003125637586703922,53.29071428571432,52.525200000000034
2016-07-18,2016,7,18,Monday,29,2016-29,57.59,57.59,56.85,56.92,7614600.0,53.65,-0.008535049108910453,53.508571428571464,52.53800000000003
2016-07-19,2016,7,19,Tuesday,29,2016-29,56.85,57.14,56.55,56.76,8719800.0,53.49,-0.0028110087781892945,53.6371428571429,52.54640000000002
2016-07-20,2016,7,20,Wednesday,29,2016-29,57.0,57.66,56.71,57.54,9446400.0,54.23,0.01374218163480001,53.69071428571432,52.56340000000002
2016-07-21,2016,7,21,Thursday,29,2016-29,57.62,57.67,57.04,57.6,16151700.0,54.29,0.0010428314255439552,53.72357142857146,52.565600000000025
2016-07-22,2016,7,22,Friday,29,2016-29,57.6,58.24,57.2,57.9,23899300.0,54.57,0.0052083036883958655,53.78500000000003,52.59700000000002
2016-07-25,2016,7,25,Monday,30,2016-30,57.72,58.09,57.5,57.95,10486000.0,54.62,0.0008634714123294529,53.86500000000003,52.62820000000002
2016-07-26,2016,7,26,Tuesday,30,2016-30,58.58,58.84,58.2,58.31,10106700.0,54.96,0.0062123011161243635,53.970000000000034,52.675200000000025
2016-07-27,2016,7,27,Wednesday,30,2016-30,58.38,58.4,57.67,57.85,6551800.0,54.52,-0.007888885618724695,54.032857142857175,52.718800000000016
2016-07-28,2016,7,28,Thursday,30,2016-30,57.88,58.31,57.74,58.21,6830100.0,54.86,0.006222969581521909,54.147142857142896,52.781600000000026
2016-07-29,2016,7,29,Friday,30,2016-30,58.18,58.43,57.92,58.05,6914900.0,54.71,-0.002748713515714485,54.26357142857147,52.842800000000025
2016-08-01,2016,8,1,Monday,31,2016-31,58.0,58.05,57.43,57.63,7997600.0,54.31,-0.007235129903516269,54.273571428571465,52.900800000000025
2016-08-02,2016,8,2,Tuesday,31,2016-31,57.25,57.34,56.54,56.73,7574600.0,53.65,-0.012188711056816404,54.30357142857146,52.94420000000003
2016-08-03,2016,8,3,Wednesday,31,2016-31,56.46,56.59,55.72,55.94,11484800.0,52.91,-0.013925623642354612,54.205714285714315,52.97320000000003
2016-08-04,2016,8,4,Thursday,31,2016-31,56.05,56.29,55.38,55.42,11193700.0,52.41,-0.009295669579724608,54.08428571428574,52.97640000000002
2016-08-05,2016,8,5,Friday,31,2016-31,55.8,56.12,55.52,55.9,9206200.0,52.87,0.00866120184774255,54.02857142857146,52.99420000000002
2016-08-08,2016,8,8,Monday,32,2016-32,55.97,55.99,55.17,55.36,9129300.0,52.36,-0.009660066029223535,53.947857142857174,52.999200000000016
2016-08-09,2016,8,9,Tuesday,32,2016-32,55.39,55.71,55.18,55.2,7136700.0,52.21,-0.002890244584826007,53.80357142857146,53.00380000000002
2016-08-10,2016,8,10,Wednesday,32,2016-32,55.37,55.71,55.11,55.62,6991100.0,52.6,0.007608582155069987,53.68285714285718,53.021200000000015
2016-08-11,2016,8,11,Thursday,32,2016-32,55.75,55.96,55.46,55.47,6191400.0,52.46,-0.0026967436459696126,53.532142857142894,53.03700000000001
2016-08-12,2016,8,12,Friday,32,2016-32,55.27,55.75,55.23,55.47,5039800.0,52.46,0.0,53.37785714285718,53.05660000000002
2016-08-15,2016,8,15,Monday,33,2016-33,55.65,55.7,55.18,55.25,5968700.0,52.25,-0.0039661420724386165,53.18428571428575,53.072200000000024
2016-08-16,2016,8,16,Tuesday,33,2016-33,55.25,55.57,54.92,55.37,5750900.0,52.37,0.0021719446310712875,53.030714285714325,53.071800000000025
2016-08-17,2016,8,17,Wednesday,33,2016-33,55.77,55.92,55.43,55.8,7410600.0,52.77,0.00776595262658164,52.88142857142861,53.08480000000002
2016-08-18,2016,8,18,Thursday,33,2016-33,55.78,55.9,55.49,55.53,5390800.0,52.52,-0.004838725300201241,52.72500000000003,53.09440000000002
2016-08-19,2016,8,19,Friday,33,2016-33,55.46,55.56,54.85,54.94,8981200.0,51.96,-0.010624973033892982,52.557142857142885,53.08600000000002
2016-08-22,2016,8,22,Monday,34,2016-34,54.98,55.92,54.95,55.85,8837800.0,52.82,0.016563608926066786,52.49785714285718,53.108200000000025
2016-08-23,2016,8,23,Tuesday,34,2016-34,56.17,56.54,56.0,56.4,7827900.0,53.34,0.009847892098994837,52.52857142857147,53.13760000000003
2016-08-24,2016,8,24,Wednesday,34,2016-34,57.0,57.98,56.95,57.09,13200500.0,53.99,0.012233946159394549,52.64142857142861,53.17000000000003
2016-08-25,2016,8,25,Thursday,34,2016-34,57.04,57.45,56.9,57.29,6686600.0,54.18,0.0035031681755992583,52.735000000000035,53.21020000000002
2016-08-26,2016,8,26,Friday,34,2016-34,57.48,57.83,57.0,57.29,6940500.0,54.18,0.0,52.86500000000003,53.247000000000014
2016-08-29,2016,8,29,Monday,35,2016-35,57.22,57.48,56.61,56.8,7026700.0,53.72,-0.008552955022973374,52.97285714285717,53.27880000000001
2016-08-30,2016,8,30,Tuesday,35,2016-35,56.66,56.75,56.01,56.4,6377700.0,53.34,-0.007042108496815747,53.02571428571432,53.301800000000014
2016-08-31,2016,8,31,Wednesday,35,2016-35,56.31,56.42,55.91,56.23,6996900.0,53.18,-0.003014307824842466,53.07714285714288,53.31340000000001
2016-09-01,2016,9,1,Thursday,35,2016-35,56.3,56.56,55.83,56.31,6230100.0,53.26,0.0014228709067445333,53.13428571428574,53.33040000000002
2016-09-02,2016,9,2,Friday,35,2016-35,56.52,56.65,55.99,56.18,7441500.0,53.13,-0.0023087009107374268,53.19714285714288,53.335000000000015
2016-09-06,2016,9,6,Tuesday,36,2016-36,56.18,56.42,55.69,56.02,6472900.0,52.98,-0.0028480588700783294,53.24071428571431,53.36400000000001
2016-09-07,2016,9,7,Wednesday,36,2016-36,56.19,56.6,56.12,56.32,11428600.0,53.27,0.0053552637689529,53.276428571428596,53.417400000000015
2016-09-08,2016,9,8,Thursday,36,2016-36,56.1,56.15,55.2,55.3,12673600.0,52.3,-0.018110822183802,53.26071428571431,53.42960000000002
2016-09-09,2016,9,9,Friday,36,2016-36,55.14,55.2,54.3,54.35,10658100.0,51.4,-0.017179033598125337,53.2207142857143,53.38800000000002
2016-09-12,2016,9,12,Monday,37,2016-37,53.92,54.79,53.92,54.71,11002500.0,51.74,0.00662380619129288,53.14357142857144,53.34620000000002
2016-09-13,2016,9,13,Tuesday,37,2016-37,54.39,54.55,53.75,53.98,10050200.0,51.05,-0.013343056140437848,52.98000000000001,53.29300000000002
2016-09-14,2016,9,14,Wednesday,37,2016-37,54.26,54.35,53.8,53.9,6688400.0,50.98,-0.0014820295510744597,52.76500000000001,53.24260000000002
2016-09-15,2016,9,15,Thursday,37,2016-37,53.96,54.13,53.54,54.11,8076800.0,51.18,0.0038959333361521242,52.5507142857143,53.19640000000002
2016-09-16,2016,9,16,Friday,37,2016-37,53.94,54.09,53.41,53.74,10207800.0,50.83,-0.006837752354097337,52.311428571428586,53.14020000000002
2016-09-19,2016,9,19,Monday,38,2016-38,53.96,53.97,52.9,53.01,9231600.0,50.13,-0.013583896179809263,52.055000000000014,53.07760000000002
2016-09-20,2016,9,20,Tuesday,38,2016-38,53.4,53.44,53.05,53.3,8731500.0,50.41,0.005470567574904939,51.845714285714294,53.02420000000002
2016-09-21,2016,9,21,Wednesday,38,2016-38,53.43,54.03,53.28,53.98,9213600.0,51.05,0.012758043133067831,51.69357142857144,52.96180000000002
2016-09-22,2016,9,22,Thursday,38,2016-38,54.2,54.6,53.97,54.39,9096700.0,51.44,0.0075953827688397535,51.563571428571436,52.92600000000002
2016-09-23,2016,9,23,Friday,38,2016-38,54.0,54.56,54.0,54.43,6945100.0,51.48,0.0007354289114553936,51.445714285714295,52.87000000000002
2016-09-26,2016,9,26,Monday,39,2016-39,54.28,54.34,53.86,54.04,7755600.0,51.11,-0.0071651068411615615,51.31214285714287,52.81000000000002
2016-09-27,2016,9,27,Tuesday,39,2016-39,54.0,54.21,53.82,54.19,6463700.0,51.25,0.0027755147737980046,51.16785714285715,52.762000000000015
2016-09-28,2016,9,28,Wednesday,39,2016-39,53.88,54.08,53.53,53.98,8593500.0,51.05,-0.003875084750266433,51.078571428571436,52.71320000000002
2016-09-29,2016,9,29,Thursday,39,2016-39,53.88,54.0,52.91,53.45,11993500.0,50.55,-0.009818501817118852,51.01785714285715,52.63960000000003
2016-09-30,2016,9,30,Friday,39,2016-39,53.65,54.39,53.56,54.14,13767800.0,51.2,0.012909311012905711,50.97928571428572,52.577800000000025
2016-10-03,2016,10,3,Monday,40,2016-40,54.1,54.15,53.67,53.84,5478600.0,50.92,-0.005541223662927752,50.97000000000001,52.504800000000024
2016-10-04,2016,10,4,Tuesday,40,2016-40,54.13,54.13,53.41,53.53,6176400.0,50.63,-0.005757741685095352,50.94500000000001,52.425000000000026
2016-10-05,2016,10,5,Wednesday,40,2016-40,53.5,53.76,53.28,53.35,7451400.0,50.46,-0.0033627868218902845,50.89357142857144,52.33500000000003
2016-10-06,2016,10,6,Thursday,40,2016-40,53.3,53.48,53.03,53.14,6130300.0,50.26,-0.003936098244141206,50.852857142857154,52.24980000000003
2016-10-07,2016,10,7,Friday,40,2016-40,53.37,53.61,53.0,53.46,7279700.0,50.56,0.00602167389691588,50.88357142857144,52.16380000000003
2016-10-10,2016,10,10,Monday,41,2016-41,53.53,53.6,53.27,53.3,7224300.0,50.41,-0.002992815191341869,50.88357142857144,52.077800000000025
2016-10-11,2016,10,11,Tuesday,41,2016-41,53.13,53.4,52.74,52.92,9720400.0,50.05,-0.00712949024053966,50.812142857142874,51.99260000000003
2016-10-12,2016,10,12,Wednesday,41,2016-41,53.01,53.47,52.78,53.16,6320500.0,50.28,0.00453514531832111,50.72928571428573,51.92520000000003
2016-10-13,2016,10,13,Thursday,41,2016-41,52.88,53.13,52.67,52.95,6958100.0,50.08,-0.003950317833510408,50.629285714285736,51.868600000000036
2016-10-14,2016,10,14,Friday,41,2016-41,53.12,53.37,52.96,53.08,6430100.0,50.2,0.0024552023269994727,50.56428571428574,51.82440000000003
2016-10-17,2016,10,17,Monday,42,2016-42,52.94,53.15,52.69,52.76,5223500.0,49.9,-0.006028860780193379,50.46785714285716,51.765000000000036
2016-10-18,2016,10,18,Tuesday,42,2016-42,53.24,53.32,52.59,52.61,6550400.0,49.76,-0.0028428518208785114,50.37571428571431,51.71300000000004
2016-10-19,2016,10,19,Wednesday,42,2016-42,52.91,53.74,52.9,53.15,9095300.0,50.27,0.010264318014839846,50.35571428571431,51.674200000000035
2016-10-20,2016,10,20,Thursday,42,2016-42,53.36,53.74,52.91,53.59,9286800.0,50.68,0.008278300236574943,50.318571428571445,51.63580000000004
2016-10-21,2016,10,21,Friday,42,2016-42,53.42,53.7,53.25,53.63,6767200.0,50.72,0.0007462570298879534,50.30428571428574,51.60100000000003
2016-10-24,2016,10,24,Monday,43,2016-43,53.9,54.46,53.89,54.18,6919700.0,51.24,0.0102556199798709,50.347857142857166,51.57660000000003
2016-10-25,2016,10,25,Tuesday,43,2016-43,54.1,54.17,53.5,53.67,6052800.0,50.76,-0.009413007163253662,50.36928571428574,51.54680000000003
2016-10-26,2016,10,26,Wednesday,43,2016-43,53.6,53.84,53.36,53.63,5817800.0,50.72,-0.000745520376980835,50.402142857142884,51.51380000000003
2016-10-27,2016,10,27,Thursday,43,2016-43,53.6,53.83,53.13,53.59,7900000.0,50.68,-0.0007457005456136256,50.4107142857143,51.47200000000002
2016-10-28,2016,10,28,Friday,43,2016-43,53.65,53.84,53.11,53.53,6620300.0,50.63,-0.0011194984430210608,50.42642857142859,51.434200000000025
2016-10-31,2016,10,31,Monday,44,2016-44,53.7,53.7,53.06,53.07,9142500.0,50.19,-0.008593344818151882,50.4364285714286,51.39880000000003
2016-11-01,2016,11,1,Tuesday,44,2016-44,53.14,53.21,52.09,52.5,15425800.0,49.65,-0.010740582457595904,50.3914285714286,51.33540000000003
2016-11-02,2016,11,2,Wednesday,44,2016-44,52.34,53.46,52.31,52.98,10851700.0,50.11,0.009142852577072258,50.393571428571455,51.27080000000003
2016-11-03,2016,11,3,Thursday,44,2016-44,52.99,53.0,51.34,51.77,21847300.0,48.96,-0.022838700629985054,50.30500000000002,51.17020000000003
2016-11-04,2016,11,4,Friday,44,2016-44,51.43,53.74,50.84,52.75,21956800.0,49.89,0.018929831785297946,50.30428571428574,51.08440000000003
2016-11-07,2016,11,7,Monday,45,2016-45,53.5,54.68,53.19,54.49,14916800.0,51.53,0.032985649008403506,50.43071428571431,51.03140000000004
2016-11-08,2016,11,8,Tuesday,45,2016-45,54.4,54.79,54.12,54.62,9352000.0,51.66,0.002385887378447027,50.53000000000002,50.990200000000044
