Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2014-09-22,2014,9,22,Monday,38,2014-38,38.03,38.03,37.17,37.3,7859600.0,34.33,-0.019324593234992138,35.08142857142858,35.59379999999998
2014-09-23,2014,9,23,Tuesday,38,2014-38,37.15,37.44,36.89,36.98,7739000.0,34.04,-0.008578837290208363,34.98857142857143,35.55399999999998
2014-09-24,2014,9,24,Wednesday,38,2014-38,37.26,37.72,37.17,37.66,8586200.0,34.66,0.018388223270470183,34.92785714285714,35.52359999999998
2014-09-25,2014,9,25,Thursday,38,2014-38,37.59,37.64,37.04,37.06,8010800.0,34.11,-0.015931994553788797,34.80214285714286,35.48359999999998
2014-09-26,2014,9,26,Friday,38,2014-38,37.0,37.62,36.97,37.58,7659600.0,34.59,0.01416631672298374,34.720000000000006,35.46679999999998
2014-09-29,2014,9,29,Monday,39,2014-39,37.28,37.76,37.22,37.63,6366400.0,34.64,0.00133008563956305,34.659285714285716,35.44459999999998
2014-09-30,2014,9,30,Tuesday,39,2014-39,37.78,37.92,37.51,37.73,7799600.0,34.73,0.0025243784834370064,34.60214285714286,35.427199999999985
2014-10-01,2014,10,1,Wednesday,39,2014-39,37.84,37.96,37.21,37.31,8119000.0,34.34,-0.011264257312567527,34.55285714285715,35.39159999999998
2014-10-02,2014,10,2,Thursday,39,2014-39,37.21,37.5,36.89,37.22,8573600.0,34.26,-0.002144310389400994,34.51928571428572,35.350799999999985
2014-10-03,2014,10,3,Friday,39,2014-39,37.4,38.05,37.38,37.94,8229000.0,34.93,0.019341712418812884,34.55142857142857,35.311399999999985
2014-10-06,2014,10,6,Monday,40,2014-40,38.01,38.12,37.55,37.58,5208000.0,34.58,-0.009750913390384919,34.55285714285715,35.280599999999986
2014-10-07,2014,10,7,Tuesday,40,2014-40,37.45,37.53,37.01,37.03,6383400.0,34.08,-0.01463748332262682,34.510714285714286,35.24339999999998
2014-10-08,2014,10,8,Wednesday,40,2014-40,37.12,37.71,36.81,37.63,6713400.0,34.64,0.01634023509341831,34.49571428571429,35.21479999999999
2014-10-09,2014,10,9,Thursday,40,2014-40,37.52,37.91,37.18,37.24,9342800.0,34.28,-0.010364069609981708,34.44357142857143,35.176599999999986
2014-10-10,2014,10,10,Friday,40,2014-40,37.13,37.9,37.05,37.23,10495400.0,34.27,-0.00026854839741818903,34.43928571428572,35.149399999999986
2014-10-13,2014,10,13,Monday,41,2014-41,37.1,37.22,36.01,36.1,12428600.0,33.22,-0.03048614862051724,34.380714285714284,35.107599999999984
2014-10-14,2014,10,14,Tuesday,41,2014-41,36.21,36.79,36.1,36.37,10995000.0,33.48,0.007618947449884672,34.29642857142857,35.06599999999999
2014-10-15,2014,10,15,Wednesday,41,2014-41,36.01,36.47,35.63,36.19,13621800.0,33.31,-0.0049491586225223205,34.239285714285714,35.02539999999998
2014-10-16,2014,10,16,Thursday,41,2014-41,35.59,36.44,35.38,36.32,9738000.0,33.43,0.0035920751259734818,34.15642857142857,34.98399999999999
2014-10-17,2014,10,17,Friday,41,2014-41,36.67,36.96,36.44,36.77,9580600.0,33.84,0.01238987393656732,34.09928571428571,34.954799999999985
2014-10-20,2014,10,20,Monday,42,2014-42,36.81,37.38,36.71,37.35,7945200.0,34.38,0.015773545885044538,34.074285714285715,34.92799999999999
2014-10-21,2014,10,21,Tuesday,42,2014-42,37.5,37.6,37.07,37.18,12296600.0,34.22,-0.004551544987535849,34.065714285714286,34.89559999999999
2014-10-22,2014,10,22,Wednesday,42,2014-42,37.24,37.49,37.08,37.3,6469600.0,34.33,0.00322755871868341,34.07071428571428,34.86599999999999
2014-10-23,2014,10,23,Thursday,42,2014-42,37.58,37.76,37.38,37.42,6837800.0,34.44,0.0032172862104702382,34.035714285714285,34.843799999999995
2014-10-24,2014,10,24,Friday,42,2014-42,37.45,37.96,37.17,37.9,7358400.0,34.89,0.012961225308945501,34.05785714285714,34.8364
2014-10-27,2014,10,27,Monday,43,2014-43,38.01,38.19,37.91,37.99,5783400.0,34.96,0.0021104769402349177,34.12071428571428,34.827799999999996
2014-10-28,2014,10,28,Tuesday,43,2014-43,38.17,38.53,37.94,38.53,8151000.0,35.46,0.014215771957584389,34.17928571428571,34.822799999999994
2014-10-29,2014,10,29,Wednesday,43,2014-43,38.55,38.83,38.11,38.27,8795000.0,35.22,-0.006618979233902089,34.246428571428574,34.80819999999999
2014-10-30,2014,10,30,Thursday,43,2014-43,38.09,38.72,38.06,38.66,13389000.0,35.58,0.010190857241252793,34.34000000000001,34.801599999999986
2014-10-31,2014,10,31,Friday,43,2014-43,37.62,38.37,37.46,37.78,35890000.0,34.77,-0.022762411441036523,34.45071428571429,34.783999999999985
2014-11-03,2014,11,3,Monday,44,2014-44,37.99,38.13,37.74,38.05,10607000.0,35.02,0.0071465094218847725,34.56071428571429,34.77319999999999
2014-11-04,2014,11,4,Tuesday,44,2014-44,37.81,38.47,37.75,38.35,10420000.0,35.3,0.008015764231028566,34.70285714285714,34.76159999999999
2014-11-05,2014,11,5,Wednesday,44,2014-44,38.51,38.69,38.29,38.33,7403400.0,35.28,-0.0006517998244073286,34.835,34.75119999999998
2014-11-06,2014,11,6,Thursday,44,2014-44,38.49,38.78,38.33,38.72,6167200.0,35.64,0.010305305501753015,34.96357142857143,34.746799999999986
2014-11-07,2014,11,7,Friday,44,2014-44,38.82,39.04,38.6,38.9,8249000.0,35.8,0.004389933270188884,35.065,34.74659999999999
2014-11-10,2014,11,10,Monday,45,2014-45,38.82,38.95,38.58,38.83,6555400.0,35.88,0.002323364023106622,35.183571428571426,34.74799999999999
2014-11-11,2014,11,11,Tuesday,45,2014-45,38.92,39.1,38.62,38.87,5198200.0,35.92,0.0010303544198080328,35.29714285714285,34.75319999999999
2014-11-12,2014,11,12,Wednesday,45,2014-45,38.71,39.01,38.63,38.92,5312200.0,35.98,0.0015437284227419745,35.40714285714285,34.76599999999999
2014-11-13,2014,11,13,Thursday,45,2014-45,39.1,39.24,38.71,38.94,6842200.0,35.99,0.0005136416172712988,35.48571428571427,34.7756
2014-11-14,2014,11,14,Friday,45,2014-45,39.04,39.15,38.87,39.06,6039200.0,36.1,0.0029531948555376886,35.56714285714285,34.780199999999994
2014-11-17,2014,11,17,Monday,46,2014-46,38.97,39.24,38.83,38.92,5899000.0,35.97,-0.0037121929317437408,35.60357142857142,34.7848
2014-11-18,2014,11,18,Tuesday,46,2014-46,38.81,39.0,38.66,38.78,5755600.0,35.85,-0.003340906649028974,35.648571428571415,34.791999999999994
2014-11-19,2014,11,19,Wednesday,46,2014-46,38.72,39.04,38.7,38.91,5231200.0,35.96,0.003223125368477353,35.67571428571428,34.800599999999996
2014-11-20,2014,11,20,Thursday,46,2014-46,38.83,39.32,38.83,39.1,6287000.0,36.14,0.004882854868857978,35.77357142857142,34.8228
2014-11-21,2014,11,21,Friday,46,2014-46,39.56,39.96,39.38,39.88,14027800.0,36.86,0.01994880661004461,35.904999999999994,34.865399999999994
2014-11-24,2014,11,24,Monday,47,2014-47,39.95,40.41,39.85,40.26,9426200.0,37.21,0.00952880204303952,36.04142857142857,34.919999999999995
2014-11-25,2014,11,25,Tuesday,47,2014-47,40.28,40.46,40.03,40.1,8118400.0,37.07,-0.003850158850449481,36.169285714285714,34.9702
2014-11-26,2014,11,26,Wednesday,47,2014-47,40.06,40.15,39.7,39.85,6196800.0,36.83,-0.006358198989192543,36.25428571428572,35.01339999999999
2014-11-28,2014,11,28,Friday,47,2014-47,40.22,40.82,40.21,40.6,6766600.0,37.53,0.01894620794116264,36.377857142857145,35.06699999999999
2014-12-01,2014,12,1,Monday,48,2014-48,40.5,40.75,40.31,40.42,8627400.0,37.36,-0.004433136506084234,36.48357142857143,35.11399999999999
2014-12-02,2014,12,2,Tuesday,48,2014-48,40.35,40.42,40.04,40.19,7656400.0,37.14,-0.005936930716987532,36.57071428571428,35.170199999999994
2014-12-03,2014,12,3,Wednesday,48,2014-48,40.21,40.38,40.03,40.24,11201400.0,37.19,0.001244559993040184,36.65714285714285,35.2332
2014-12-04,2014,12,4,Thursday,48,2014-48,40.3,41.15,40.19,40.65,13999000.0,37.57,0.010438457264645207,36.769999999999996,35.291399999999996
2014-12-05,2014,12,5,Friday,48,2014-48,41.25,41.96,41.22,41.78,14788200.0,38.62,0.02779455469493275,36.949999999999996,35.38159999999999
2014-12-08,2014,12,8,Monday,49,2014-49,42.1,42.1,41.55,41.9,11770600.0,38.72,0.0027525740558091982,37.146428571428565,35.4642
2014-12-09,2014,12,9,Tuesday,49,2014-49,41.53,41.65,41.1,41.51,8725600.0,38.37,-0.009188610016607424,37.326428571428565,35.538799999999995
2014-12-10,2014,12,10,Wednesday,49,2014-49,41.45,42.02,41.28,41.33,10096400.0,38.2,-0.0044561637898936635,37.48642857142857,35.60819999999999
2014-12-11,2014,12,11,Thursday,49,2014-49,41.45,42.01,41.33,41.56,10046000.0,38.41,0.005564952979922211,37.64857142857142,35.6896
2014-12-12,2014,12,12,Friday,49,2014-49,41.37,41.99,41.28,41.62,9164200.0,38.47,0.001563892564046876,37.763571428571424,35.773799999999994
2014-12-15,2014,12,15,Monday,50,2014-50,41.13,41.25,40.35,40.44,16287000.0,37.38,-0.02834825653879136,37.77571428571428,35.8228
2014-12-16,2014,12,16,Tuesday,50,2014-50,40.24,40.54,39.56,39.56,13981800.0,36.57,-0.021758420404603962,37.739999999999995,35.8626
2014-12-17,2014,12,17,Wednesday,50,2014-50,39.56,40.29,39.22,40.22,10161600.0,37.17,0.016555399131315207,37.7642857142857,35.9244
2014-12-18,2014,12,18,Thursday,50,2014-50,40.78,40.82,39.63,40.01,17583000.0,36.98,-0.005097054723760208,37.72499999999999,35.971199999999996
2014-12-19,2014,12,19,Friday,50,2014-50,40.1,40.15,39.71,39.72,17444200.0,36.71,-0.007372109308686925,37.67857142857142,36.019800000000004
2014-12-22,2014,12,22,Monday,51,2014-51,39.92,40.28,39.88,40.27,7583800.0,37.22,0.01384668812566825,37.68428571428571,36.0788
2014-12-23,2014,12,23,Tuesday,51,2014-51,40.75,41.03,40.56,40.72,8147800.0,37.63,0.011050817793110124,37.715714285714284,36.167
2014-12-24,2014,12,24,Wednesday,51,2014-51,40.74,40.93,40.59,40.63,2601800.0,37.56,-0.001965151183840108,37.71499999999999,36.2486
2014-12-26,2014,12,26,Friday,51,2014-51,40.72,41.2,40.69,40.92,4550400.0,37.81,0.006890708741781104,37.65714285714285,36.3386
2014-12-29,2014,12,29,Monday,52,2014-52,40.83,41.28,40.75,41.19,4796600.0,38.07,0.006720882572947007,37.61071428571428,36.4314
2014-12-30,2014,12,30,Tuesday,52,2014-52,41.03,41.44,40.9,40.9,5253400.0,37.8,-0.007161611382101141,37.56999999999999,36.5106
2014-12-31,2014,12,31,Wednesday,52,2014-52,41.1,41.67,41.0,41.03,7625400.0,37.92,0.0031789498353298473,37.54999999999999,36.5814
2015-01-02,2015,1,2,Friday,00,2015-00,41.06,41.49,40.44,40.72,6886000.0,37.63,-0.007434388458316676,37.4942857142857,36.6496
2015-01-05,2015,1,5,Monday,01,2015-01,40.07,40.33,39.74,39.94,11623800.0,36.91,-0.019155464770892583,37.38285714285713,36.7012
2015-01-06,2015,1,6,Tuesday,01,2015-01,40.17,40.19,39.28,39.62,7664400.0,36.61,-0.008137042179638954,37.32785714285713,36.7446
2015-01-07,2015,1,7,Wednesday,01,2015-01,39.88,40.62,39.7,40.59,9732600.0,37.51,0.024611911409955,37.39499999999998,36.797
2015-01-08,2015,1,8,Thursday,01,2015-01,41.17,41.65,41.01,41.24,13170600.0,38.12,0.016136919564027075,37.462857142857125,36.86019999999999
2015-01-09,2015,1,9,Friday,01,2015-01,40.49,40.76,39.56,39.9,27556800.0,36.87,-0.03273130909324895,37.454999999999984,36.88839999999999
2015-01-12,2015,1,12,Monday,02,2015-02,40.15,40.42,39.91,40.12,10021400.0,37.08,0.005514545749872424,37.48142857142856,36.92559999999999
2015-01-13,2015,1,13,Tuesday,02,2015-02,40.74,41.07,40.06,40.44,11040800.0,37.37,0.007977045403380512,37.49214285714284,36.96139999999999
2015-01-14,2015,1,14,Wednesday,02,2015-02,40.03,40.39,39.81,40.21,9295000.0,37.16,-0.005564515067103759,37.45857142857141,37.00919999999999
2015-01-15,2015,1,15,Thursday,02,2015-02,40.3,40.45,39.6,39.79,8126600.0,36.77,-0.010445053124462422,37.402142857142834,37.04419999999999
2015-01-16,2015,1,16,Friday,02,2015-02,39.63,40.39,39.5,40.31,9015600.0,37.25,0.012942684604749788,37.362142857142835,37.08319999999999
2015-01-20,2015,1,20,Tuesday,03,2015-03,40.4,40.74,40.17,40.61,10738400.0,37.53,0.007567401392907236,37.323571428571405,37.12819999999999
2015-01-21,2015,1,21,Wednesday,03,2015-03,40.53,40.81,40.26,40.65,10844200.0,37.56,0.0008620848243900969,37.306428571428555,37.16659999999999
2015-01-22,2015,1,22,Thursday,03,2015-03,40.68,41.42,40.44,41.37,23913000.0,38.23,0.017837157566432893,37.328571428571415,37.21519999999999
2015-01-23,2015,1,23,Friday,03,2015-03,43.25,44.35,43.22,44.11,38107200.0,40.77,0.06623169685219232,37.55285714285713,37.31299999999999
2015-01-26,2015,1,26,Monday,04,2015-04,44.04,44.25,43.71,44.06,14098600.0,40.72,-0.0011335356243091788,37.82499999999999,37.408999999999985
2015-01-27,2015,1,27,Tuesday,04,2015-04,43.89,44.6,43.72,44.17,10994200.0,40.82,0.0024965334251632054,38.125714285714274,37.50579999999999
2015-01-28,2015,1,28,Wednesday,04,2015-04,44.35,44.79,43.74,43.78,11963200.0,40.47,-0.008716293826295685,38.33714285714285,37.595399999999984
2015-01-29,2015,1,29,Thursday,04,2015-04,44.01,44.65,43.78,44.53,12475800.0,41.15,0.0169007392883318,38.55357142857142,37.69639999999999
2015-01-30,2015,1,30,Friday,04,2015-04,44.29,44.47,43.69,43.76,10070400.0,40.45,-0.017069076773487346,38.80928571428571,37.78599999999999
2015-02-02,2015,2,2,Monday,05,2015-05,43.84,44.04,42.93,43.99,13638800.0,40.66,0.005255330660776547,39.06499999999999,37.88219999999999
2015-02-03,2015,2,3,Tuesday,05,2015-05,43.99,44.24,43.47,44.24,9252400.0,41.04,0.009353269938708442,39.327142857142846,37.983799999999995
2015-02-04,2015,2,4,Wednesday,05,2015-05,44.0,44.72,43.99,44.35,11496600.0,41.14,0.002373045195770862,39.61142857142856,38.08379999999999
2015-02-05,2015,2,5,Thursday,05,2015-05,44.35,44.88,44.35,44.82,7598600.0,41.57,0.010597739432049336,39.95428571428571,38.17799999999999
2015-02-06,2015,2,6,Friday,05,2015-05,44.75,44.84,44.34,44.5,7835400.0,41.28,-0.007139652266306529,40.242142857142845,38.25939999999999
2015-02-09,2015,2,9,Monday,06,2015-06,44.26,44.6,44.07,44.41,6911600.0,41.19,-0.002022778810874426,40.503571428571426,38.34179999999999
2015-02-10,2015,2,10,Tuesday,06,2015-06,44.69,45.69,44.67,45.59,12469600.0,42.29,0.026570835652248714,40.84142857142857,38.45099999999999
2015-02-11,2015,2,11,Wednesday,06,2015-06,45.58,45.9,45.35,45.4,6467000.0,42.11,-0.0042770912892659,41.11857142857143,38.54259999999999
2015-02-12,2015,2,12,Thursday,06,2015-06,45.54,45.97,45.04,45.92,7197600.0,42.59,0.011454840787469944,41.24857142857143,38.64719999999999
2015-02-13,2015,2,13,Friday,06,2015-06,45.99,45.99,45.46,45.79,6109600.0,42.47,-0.0027226560397275446,41.37357142857143,38.75379999999999
2015-02-17,2015,2,17,Tuesday,07,2015-07,45.88,46.12,45.63,46.01,6387000.0,42.68,0.004913944892578792,41.506428571428565,38.86359999999999
2015-02-18,2015,2,18,Wednesday,07,2015-07,46.19,46.67,46.0,46.5,6542000.0,43.13,0.010540122398942087,41.69642857142856,38.974799999999995
2015-02-19,2015,2,19,Thursday,07,2015-07,46.58,46.89,46.51,46.58,6109200.0,43.21,0.0018279690855749209,41.84357142857142,39.0666
2015-02-20,2015,2,20,Friday,07,2015-07,46.73,46.83,46.49,46.76,6461400.0,43.37,0.0036490908655935073,42.05214285714285,39.1596
2015-02-23,2015,2,23,Monday,08,2015-08,46.92,46.97,46.54,46.79,5854600.0,43.4,0.0007487847091354194,42.247857142857136,39.2602
2015-02-24,2015,2,24,Tuesday,08,2015-08,46.63,46.99,46.58,46.72,6337800.0,43.34,-0.0013893964650899537,42.412142857142854,39.363
2015-02-25,2015,2,25,Wednesday,08,2015-08,46.65,47.42,46.62,47.13,8119600.0,43.72,0.008667909310800637,42.596428571428575,39.469199999999994
2015-02-26,2015,2,26,Thursday,08,2015-08,47.15,47.41,47.04,47.28,6816400.0,43.85,0.0030765399475074506,42.75928571428572,39.57679999999999
2015-02-27,2015,2,27,Friday,08,2015-08,47.4,47.4,46.63,46.74,8658400.0,43.36,-0.011211135453895849,42.90785714285715,39.69639999999999
2015-03-02,2015,3,2,Monday,09,2015-09,46.67,47.28,46.67,47.12,7947000.0,43.7,0.007915255998311554,43.08714285714286,39.83899999999999
2015-03-03,2015,3,3,Tuesday,09,2015-09,47.05,47.1,46.6,47.0,7578400.0,43.6,-0.0024407707434308534,43.180714285714295,39.96759999999999
2015-03-04,2015,3,4,Wednesday,09,2015-09,46.9,47.1,46.01,46.53,7774600.0,43.16,-0.010000118999036078,43.25571428571429,40.091199999999986
2015-03-05,2015,3,5,Thursday,09,2015-09,46.64,46.98,46.53,46.81,5848400.0,43.43,0.00612539303979287,43.315714285714286,40.22559999999999
2015-03-06,2015,3,6,Friday,09,2015-09,46.65,46.85,45.94,46.11,6814400.0,42.77,-0.015059452210581137,43.33714285714285,40.3366
2015-03-09,2015,3,9,Monday,10,2015-10,46.19,46.56,46.04,46.52,5984800.0,43.15,0.008891793252183477,43.37071428571428,40.44699999999999
2015-03-10,2015,3,10,Tuesday,10,2015-10,46.08,46.46,45.88,46.09,6077000.0,42.75,-0.009243148791551858,43.34357142857142,40.55079999999999
2015-03-11,2015,3,11,Wednesday,10,2015-10,46.06,46.49,45.61,45.71,8185800.0,42.4,-0.008244829214443139,43.28571428571428,40.642599999999995
2015-03-12,2015,3,12,Thursday,10,2015-10,45.99,46.76,45.92,46.69,7295400.0,43.31,0.021439435140938157,43.28142857142857,40.74739999999999
2015-03-13,2015,3,13,Friday,10,2015-10,46.34,47.19,46.34,46.65,5835200.0,43.27,-0.0009637740058294764,43.27214285714285,40.8568
2015-03-16,2015,3,16,Monday,11,2015-11,47.0,47.31,46.87,47.03,6772600.0,43.62,0.008146730190290441,43.29214285714285,40.9708
2015-03-17,2015,3,17,Tuesday,11,2015-11,46.88,47.24,46.8,47.19,5508800.0,43.78,0.0036150347034411556,43.296428571428564,41.0938
2015-03-18,2015,3,18,Wednesday,11,2015-11,47.0,48.28,46.67,47.92,15430000.0,44.45,0.015361863046987612,43.33928571428571,41.2446
2015-03-19,2015,3,19,Thursday,11,2015-11,48.38,49.6,48.19,48.88,22020600.0,45.34,0.020033339123282756,43.48071428571428,41.419200000000004
2015-03-20,2015,3,20,Friday,11,2015-11,49.24,49.45,48.51,48.73,17360600.0,45.2,-0.0030689531350487353,43.58785714285714,41.57299999999999
2015-03-23,2015,3,23,Monday,12,2015-12,48.94,48.95,48.35,48.69,7986000.0,45.16,-0.0009231741696896778,43.6992857142857,41.71379999999999
2015-03-24,2015,3,24,Tuesday,12,2015-12,48.56,49.17,48.38,48.96,7718400.0,45.41,0.005648400340721782,43.85999999999999,41.88459999999999
2015-03-25,2015,3,25,Wednesday,12,2015-12,49.07,49.24,47.88,47.88,9907200.0,44.42,-0.021956841948233996,43.930714285714274,42.03139999999999
2015-03-26,2015,3,26,Thursday,12,2015-12,47.67,47.88,46.83,47.54,10344400.0,44.1,-0.007204740145494659,44.02571428571428,42.166
2015-03-27,2015,3,27,Friday,12,2015-12,47.5,47.97,47.38,47.53,7993400.0,44.09,-0.00010501756449043942,44.09285714285714,42.3046
2015-03-30,2015,3,30,Monday,13,2015-13,48.02,48.25,47.75,47.99,6830200.0,44.52,0.009571876976045113,44.21928571428571,42.4596
2015-03-31,2015,3,31,Tuesday,13,2015-13,47.83,48.1,47.35,47.35,8717800.0,43.92,-0.013336251507790164,44.327857142857134,42.593
2015-04-01,2015,4,1,Wednesday,13,2015-13,47.14,47.25,46.28,46.51,14125400.0,43.14,-0.017740062551188762,44.31571428571427,42.7052
2015-04-02,2015,4,2,Thursday,13,2015-13,46.71,47.32,46.61,47.19,8863000.0,43.78,0.014728040946052845,44.352142857142844,42.8296
2015-04-06,2015,4,6,Monday,14,2015-14,46.92,47.4,46.72,47.26,6058800.0,43.84,0.0013772121879227495,44.36785714285713,42.9418
2015-04-07,2015,4,7,Tuesday,14,2015-14,47.21,47.48,46.98,47.03,5354600.0,43.63,-0.004760923945736684,44.35714285714285,42.999
2015-04-08,2015,4,8,Wednesday,14,2015-14,46.92,47.64,46.92,47.62,6827800.0,44.17,0.01233145422711468,44.337142857142844,43.06800000000001
2015-04-09,2015,4,9,Thursday,14,2015-14,47.65,47.99,47.25,47.96,7109600.0,44.49,0.0072454192408983875,44.27642857142855,43.141400000000004
2015-04-10,2015,4,10,Friday,14,2015-14,48.6,48.6,47.88,48.17,6643100.0,44.68,0.004378542082597248,44.23928571428569,43.22560000000001
2015-04-13,2015,4,13,Monday,15,2015-15,48.56,48.89,48.38,48.5,8171000.0,44.99,0.006850753562402057,44.22714285714284,43.3024
2015-04-14,2015,4,14,Tuesday,15,2015-15,48.52,48.71,47.97,48.3,5952400.0,44.8,-0.004123574797039176,44.183571428571405,43.3894
2015-04-15,2015,4,15,Wednesday,15,2015-15,48.81,48.81,48.13,48.14,5162200.0,44.65,-0.0033126214316372415,44.19999999999998,43.46920000000001
2015-04-16,2015,4,16,Thursday,15,2015-15,48.23,48.48,48.16,48.25,5312500.0,44.76,0.0022850926684567785,44.24714285714283,43.54360000000001
2015-04-17,2015,4,17,Friday,15,2015-15,47.9,48.0,47.39,47.62,7539900.0,44.17,-0.013057185863004195,44.25285714285712,43.60420000000002
2015-04-20,2015,4,20,Monday,16,2015-16,47.9,48.12,47.7,47.97,4868400.0,44.5,0.007349846818818673,44.25142857142855,43.66280000000002
2015-04-21,2015,4,21,Tuesday,16,2015-16,48.35,48.48,48.02,48.37,6213400.0,44.87,0.008338525711961697,44.31928571428569,43.73460000000001
2015-04-22,2015,4,22,Wednesday,16,2015-16,48.5,48.6,47.98,48.34,7248100.0,44.84,-0.0006201433335398798,44.440714285714265,43.80760000000001
2015-04-23,2015,4,23,Thursday,16,2015-16,48.55,49.7,48.28,49.43,15866100.0,45.85,0.022548635191126376,44.58857142857141,43.87880000000001
2015-04-24,2015,4,24,Friday,16,2015-16,51.32,52.09,50.62,51.84,22284900.0,48.09,0.048755897786864066,44.892142857142844,43.99840000000001
2015-04-27,2015,4,27,Monday,17,2015-17,51.81,51.94,50.76,50.87,11222600.0,47.19,-0.018711324156176934,45.14642857142856,44.09040000000001
2015-04-28,2015,4,28,Tuesday,17,2015-17,50.6,50.8,49.98,50.61,8882900.0,46.95,-0.005111276676862508,45.34499999999999,44.18000000000001
2015-04-29,2015,4,29,Wednesday,17,2015-17,50.42,50.95,50.2,50.65,7162000.0,46.98,0.0007906401853396972,45.52285714285714,44.26600000000001
2015-04-30,2015,4,30,Thursday,17,2015-17,50.63,50.68,49.43,49.58,8492000.0,45.99,-0.021125487193181858,45.61642857142857,44.32320000000001
2015-05-01,2015,5,1,Friday,17,2015-17,49.95,50.42,49.68,50.29,5916500.0,46.65,0.014320223403613719,45.735,44.39200000000001
2015-05-04,2015,5,4,Monday,18,2015-18,50.3,50.93,50.27,50.45,7493400.0,46.8,0.0031817028046872142,45.87785714285714,44.460600000000014
2015-05-05,2015,5,5,Tuesday,18,2015-18,49.94,50.05,49.36,49.41,10691200.0,45.98,-0.017498642764098515,45.972857142857144,44.512200000000014
2015-05-06,2015,5,6,Wednesday,18,2015-18,49.68,49.7,48.57,48.93,8033500.0,45.53,-0.009714829127628444,46.027857142857144,44.55600000000001
2015-05-07,2015,5,7,Thursday,18,2015-18,48.74,49.55,48.72,49.35,5681400.0,45.92,0.008583824390142603,46.152857142857144,44.600000000000016
2015-05-08,2015,5,8,Friday,18,2015-18,49.99,50.43,49.46,49.78,6039800.0,46.32,0.008713207047819305,46.28285714285715,44.64940000000002
2015-05-11,2015,5,11,Monday,19,2015-19,49.71,50.22,49.38,49.5,5047200.0,46.06,-0.005624479079554878,46.36785714285714,44.703400000000016
2015-05-12,2015,5,12,Tuesday,19,2015-19,49.15,49.99,49.0,49.71,5868600.0,46.26,0.0042421160641894495,46.46928571428571,44.754600000000025
2015-05-13,2015,5,13,Wednesday,19,2015-19,49.85,50.15,49.43,49.59,4927100.0,46.15,-0.0024137205611073353,46.490714285714276,44.805600000000034
2015-05-14,2015,5,14,Thursday,19,2015-19,49.98,50.59,49.67,50.56,7339700.0,47.05,0.019560340796890063,46.41642857142856,44.88340000000004
2015-05-15,2015,5,15,Friday,19,2015-19,50.79,50.85,50.39,50.8,6016700.0,47.27,0.004746687907560609,46.422142857142845,44.96020000000004
2015-05-18,2015,5,18,Monday,20,2015-20,50.65,51.29,50.56,51.18,8999800.0,47.63,0.007480399629276491,46.47071428571427,45.057400000000044
2015-05-19,2015,5,19,Tuesday,20,2015-20,51.48,51.72,50.96,51.42,6976100.0,47.85,0.004689346512790626,46.53285714285713,45.15140000000004
2015-05-20,2015,5,20,Wednesday,20,2015-20,51.31,51.44,50.43,51.03,5644700.0,47.49,-0.0075845713387791,46.639999999999986,45.24620000000004
2015-05-21,2015,5,21,Thursday,20,2015-20,50.94,51.45,50.78,51.33,5084000.0,47.76,0.005878973259516362,46.719285714285704,45.353400000000036
2015-05-22,2015,5,22,Friday,20,2015-20,51.33,51.65,51.21,51.48,5857700.0,47.9,0.002921987011864857,46.79785714285713,45.44520000000004
2015-05-26,2015,5,26,Tuesday,21,2015-21,51.38,51.78,50.66,50.84,7369900.0,47.31,-0.01243189425332869,46.892857142857125,45.52600000000004
2015-05-27,2015,5,27,Wednesday,21,2015-21,51.04,51.7,50.91,51.59,6213600.0,48.01,0.01475211992378811,47.069999999999986,45.61380000000005
2015-05-28,2015,5,28,Thursday,21,2015-21,51.84,51.94,51.45,51.81,5874400.0,48.21,0.004264545147895982,47.233571428571416,45.70240000000004
2015-05-29,2015,5,29,Friday,21,2015-21,51.95,52.23,51.45,51.96,9399100.0,48.35,0.0028949951825247844,47.37857142857142,45.78040000000004
2015-06-01,2015,6,1,Monday,22,2015-22,51.96,52.46,51.67,52.22,7075100.0,48.59,0.005003964117888948,47.55928571428571,45.84540000000005
2015-06-02,2015,6,2,Tuesday,22,2015-22,51.98,52.3,51.66,51.73,7877800.0,48.14,-0.009383299723606853,47.693571428571424,45.904200000000046
2015-06-03,2015,6,3,Wednesday,22,2015-22,52.0,52.27,51.67,52.12,5522700.0,48.5,0.007539119260331795,47.86142857142857,45.971000000000046
2015-06-04,2015,6,4,Thursday,22,2015-22,51.87,52.18,51.57,51.72,6230800.0,48.13,-0.007674463620094496,47.93857142857143,46.025400000000054
2015-06-05,2015,6,5,Friday,22,2015-22,51.57,52.44,51.27,52.19,7123200.0,48.57,0.009087212606438744,48.03142857142858,46.10840000000005
2015-06-08,2015,6,8,Monday,23,2015-23,52.0,52.23,51.49,51.53,6320200.0,47.95,-0.012646160279844776,48.05428571428572,46.18540000000005
2015-06-09,2015,6,9,Tuesday,23,2015-23,51.35,51.7,51.1,51.54,5034000.0,47.96,0.0001940325021545508,48.06214285714287,46.262800000000055
2015-06-10,2015,6,10,Wednesday,23,2015-23,51.8,52.86,51.66,52.69,8003600.0,49.03,0.022312749622231065,48.172142857142866,46.35300000000006
